,population,racepctblack,racePctWhite,racePctHisp,agePct12t21,agePct16t24,pctUrban,medFamInc,perCapInc,blackPerCap,OtherPerCap,HispPerCap,PctBSorMore,PctEmplManu,PctEmplProfServ,PctOccupManu,PctKids2Par,PctYoungKids2Par,NumIlleg,PctIlleg,PctImmigRecent,PctRecImmig5,PctRecImmig10,PctSpeakEnglOnly,PersPerOccupHous,PersPerRentOccHous,PctPersOwnOccup,PctHousLess3BR,HousVacant,MedYrHousBuilt,PctHousNoPhone,OwnOccLowQuart,OwnOccMedVal,RentMedian,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumStreet,PctSameHouse85,PctSameCity85,PctUsePubTrans,ViolentCrimesPerPop
313,1,2,3,1,2,2,4,1,1,1,1,2,1,3,2,3,2,2,1,2,1,1,1,4,2,2,2,2,1,1,2,1,1,1,3,1,2,1,3,4,1,2
314,1,1,4,1,2,1,4,3,2,2,2,2,2,2,2,2,4,4,1,1,1,2,2,3,2,2,3,3,1,1,1,2,2,3,2,3,4,1,3,2,2,1
315,1,2,3,1,2,2,4,1,1,1,2,2,1,3,2,3,2,2,1,2,1,1,1,4,2,2,2,3,1,1,2,1,1,1,3,1,3,1,3,4,1,1
316,1,4,2,1,2,2,1,1,1,1,2,2,1,3,2,4,1,2,1,4,2,1,1,4,2,3,2,2,1,3,4,1,1,1,3,2,2,1,2,3,1,2
317,1,1,1,4,3,2,1,1,1,1,1,1,1,2,1,4,2,2,1,2,2,3,3,1,4,4,2,3,1,3,2,1,1,1,3,3,2,1,3,4,1,1
318,1,1,4,1,2,1,4,2,2,2,2,2,1,3,2,3,3,4,1,1,1,1,1,4,2,1,3,2,1,2,1,1,1,2,2,1,2,1,4,4,1,1
319,1,1,4,1,2,1,1,1,1,1,1,1,1,2,3,3,2,2,1,1,3,2,1,4,2,2,2,3,1,3,2,1,2,2,3,3,1,1,2,3,1,1
320,1,1,4,1,3,3,1,1,1,1,1,2,1,3,2,3,3,3,1,1,3,1,1,4,2,2,2,3,1,3,3,1,1,1,2,2,1,1,2,2,1,2
321,1,1,4,1,2,1,1,1,1,1,1,1,2,2,2,2,3,3,1,1,2,1,1,4,2,2,3,2,1,2,3,1,1,1,2,1,2,1,3,3,1,1
322,1,1,4,1,2,2,1,2,1,2,1,2,1,3,2,3,3,2,1,1,1,1,1,2,2,2,2,3,1,1,2,1,1,2,2,3,2,1,3,4,1,1
323,1,3,2,2,3,3,4,1,1,1,1,2,1,1,2,2,3,3,1,2,2,1,1,3,3,2,2,3,1,4,3,1,1,1,2,3,2,1,1,1,1,1
324,1,1,4,2,2,2,4,2,2,2,2,2,1,2,2,2,3,3,1,2,2,1,1,4,3,3,3,2,1,3,1,2,2,3,3,3,1,1,2,3,1,1
325,1,1,3,4,3,2,1,1,1,1,1,1,1,1,1,2,3,4,1,2,2,4,4,1,4,4,2,3,1,3,3,1,1,1,4,3,2,1,3,3,1,2
326,1,1,4,1,2,2,1,1,1,2,1,1,1,3,2,3,3,2,1,1,1,1,1,4,2,2,3,3,1,2,2,1,1,1,2,1,2,1,3,3,1,1
327,1,1,4,1,2,2,4,2,2,2,1,2,2,2,2,2,4,4,1,1,2,1,1,4,3,2,3,2,1,3,1,1,1,2,2,2,1,1,2,2,1,1
328,1,2,3,1,4,4,4,2,2,1,2,2,2,2,3,2,2,3,1,2,1,1,1,4,3,2,3,2,1,2,1,1,1,2,2,2,3,1,2,2,1,1
329,1,1,1,3,2,2,4,2,2,2,2,2,2,2,2,2,3,3,1,2,2,4,4,1,3,3,2,4,1,2,1,3,3,3,3,3,1,1,2,3,2,2
330,1,1,4,1,2,2,4,2,2,2,1,2,2,2,2,2,4,4,1,1,2,1,1,4,3,3,3,1,1,3,1,1,1,2,1,1,1,1,3,3,1,1
331,1,1,4,1,2,2,4,2,2,1,2,2,2,2,1,2,3,3,1,1,2,1,1,4,2,2,3,2,1,3,1,1,1,2,2,2,1,1,2,3,1,2
332,1,1,4,1,2,1,4,4,4,2,2,3,4,2,3,1,4,4,1,1,2,1,1,4,3,2,4,1,1,1,1,3,3,4,2,3,3,1,4,3,3,1
333,1,4,1,2,2,2,4,1,1,2,1,1,1,1,1,1,1,1,1,4,2,1,2,3,2,2,1,4,2,2,3,1,1,2,3,2,4,1,3,3,4,3
334,1,2,3,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,4,2,3,3,3,1,3,3,1,1,1,3,2,3,1,2,3,1,2
335,1,1,4,1,2,2,4,3,3,2,1,2,3,1,3,1,4,4,1,1,1,1,1,4,3,1,4,1,1,1,1,2,2,3,3,2,2,1,4,3,2,1
336,1,1,4,1,4,4,4,1,1,1,1,1,3,1,4,2,4,4,1,1,4,2,1,4,4,4,1,3,1,3,1,1,1,1,3,2,2,1,1,1,1,1
337,1,1,4,1,3,2,4,3,2,2,2,2,3,1,3,1,4,4,1,1,2,1,1,4,3,2,4,1,1,3,1,1,1,2,2,2,1,1,2,3,1,1
338,1,1,4,1,2,2,4,2,2,2,2,2,2,2,2,2,3,3,1,2,2,1,1,4,2,2,3,3,1,2,1,2,2,2,2,3,3,1,3,4,1,1
339,1,1,4,2,3,2,4,2,2,2,2,2,2,1,2,2,4,4,1,1,1,1,1,3,3,3,3,2,1,3,2,1,1,2,1,2,2,1,2,2,1,1
340,1,1,4,1,2,2,4,2,2,1,2,3,2,1,2,2,4,4,1,1,1,1,1,4,3,2,4,2,2,3,1,2,2,3,3,3,4,1,3,3,1,1
341,1,1,4,1,2,1,1,2,2,2,1,2,1,3,2,2,4,4,1,1,1,1,1,4,3,2,4,1,1,3,1,1,1,1,3,1,1,1,3,4,1,1
342,1,1,3,1,4,3,1,2,2,2,2,2,3,2,3,1,4,4,1,1,2,1,1,4,4,4,2,2,1,2,1,4,4,3,1,2,1,1,1,1,3,1
343,1,1,4,1,2,2,4,2,2,2,1,2,1,3,2,2,4,3,1,1,1,1,1,4,2,1,3,2,1,2,1,1,1,2,2,2,3,1,4,4,1,1
344,1,1,4,1,2,2,4,2,2,1,1,1,1,4,1,3,3,3,1,1,1,1,1,4,2,2,3,2,1,2,1,1,1,1,2,2,3,1,3,3,1,1
345,1,1,4,1,2,2,4,2,2,2,1,1,2,3,2,3,3,3,1,1,3,1,1,4,2,2,3,3,1,2,1,1,1,1,2,2,2,1,3,3,1,1
346,4,1,3,1,2,2,4,2,2,2,2,3,3,2,3,2,2,3,2,2,2,2,2,3,1,1,2,3,3,1,1,2,2,2,3,2,1,4,2,3,4,2
347,1,1,4,2,3,3,4,1,1,1,1,1,2,2,3,2,3,3,1,1,2,1,1,4,2,2,2,3,1,3,2,1,1,1,3,2,2,1,2,2,1,1
348,1,1,4,1,2,1,4,3,3,2,3,4,2,2,2,2,4,4,1,1,2,2,1,3,2,1,3,2,1,1,1,3,3,3,2,3,3,1,4,4,3,1
349,1,1,4,1,4,4,1,2,1,1,2,1,4,1,4,1,4,3,1,1,4,3,2,4,2,2,1,3,1,3,1,1,1,1,4,1,1,1,1,1,2,1
350,1,1,4,1,1,1,4,3,3,3,2,2,3,2,2,2,4,4,1,1,1,1,1,4,2,1,3,3,1,3,1,2,2,3,2,3,3,1,3,2,1,1
351,1,1,4,1,3,2,1,2,2,1,1,3,2,3,3,3,3,3,1,1,3,1,1,4,2,2,3,2,1,2,2,1,1,1,2,2,2,1,2,3,1,1
352,1,1,4,1,3,2,1,1,1,1,1,1,2,1,3,2,3,4,1,1,2,1,1,4,2,1,3,3,1,2,2,1,1,1,2,1,2,1,3,3,1,1
353,1,1,4,1,2,2,3,2,2,2,3,3,1,2,1,3,3,4,1,1,1,1,1,4,3,3,3,1,1,3,1,1,1,2,2,2,1,1,3,4,1,1
354,1,1,4,1,3,2,4,2,1,1,1,1,2,2,3,2,4,4,1,1,3,1,1,4,4,4,3,2,1,3,1,1,1,1,2,2,1,1,2,3,1,1
355,1,1,4,1,3,3,1,1,1,1,1,2,2,2,4,2,2,3,1,2,2,1,1,4,2,1,2,3,1,1,2,1,1,2,3,2,3,1,3,3,1,1
356,1,1,4,1,2,2,4,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,3,2,2,3,2,1,2,1,2,2,2,2,2,3,1,4,4,1,1
357,1,1,4,1,2,1,4,3,2,2,2,3,2,2,2,2,4,4,1,1,1,1,1,3,3,2,4,2,1,2,1,3,2,3,2,3,3,1,4,4,1,1
358,1,1,4,1,2,2,1,1,1,1,1,1,1,4,2,3,3,3,1,1,1,1,1,4,2,2,3,3,1,1,3,1,1,1,2,1,2,1,3,4,1,1
359,1,1,4,1,3,2,4,2,2,1,2,2,1,2,2,2,4,4,1,1,1,1,1,4,3,3,3,1,1,4,1,1,1,2,1,2,2,1,3,2,1,1
360,1,2,3,1,2,2,1,2,1,1,2,2,2,2,2,2,3,3,1,1,3,1,1,4,2,2,3,2,1,3,3,1,1,1,2,2,2,1,2,2,1,2
361,1,2,3,1,2,1,4,2,2,2,2,3,2,2,2,2,3,3,1,2,1,1,1,4,2,2,3,3,1,2,1,1,1,2,3,1,1,1,3,3,1,1
362,2,4,1,1,2,2,4,1,1,1,2,2,1,2,3,2,1,2,2,3,3,1,1,4,2,2,2,3,3,2,2,1,1,1,2,2,2,3,3,4,1,3
363,1,1,4,1,3,2,1,1,1,1,1,1,2,3,2,2,3,4,1,1,2,1,1,4,3,3,2,2,1,3,2,1,1,2,2,2,2,1,2,2,1,1
364,1,1,4,1,2,1,4,2,2,2,1,2,2,1,2,2,3,3,1,1,1,1,1,4,2,2,3,2,1,3,1,1,1,2,2,2,1,1,2,3,1,1
365,1,2,3,1,2,2,4,1,1,1,1,1,2,2,2,3,2,2,1,2,2,1,1,4,2,2,3,3,1,1,2,1,1,1,2,1,2,1,3,4,1,2
366,1,1,4,1,2,2,4,1,1,1,1,1,1,3,2,3,2,2,1,2,1,1,1,4,2,2,2,2,1,1,2,1,1,1,3,1,2,1,3,4,1,1
367,1,1,2,4,3,2,1,1,1,4,1,1,1,1,2,2,3,3,1,1,1,1,1,1,3,4,3,3,1,3,4,1,1,1,2,2,2,1,3,3,1,1
368,1,1,3,1,4,4,4,2,1,1,1,1,4,1,4,1,3,3,1,1,4,3,2,4,2,2,1,4,1,4,1,1,1,2,4,2,1,1,1,1,1,1
369,1,1,4,1,2,1,4,2,2,2,3,3,1,3,2,2,3,4,1,1,2,1,1,4,2,2,4,2,1,2,1,1,1,2,2,1,1,1,4,4,1,1
370,1,3,2,1,2,2,4,1,1,1,1,1,2,2,3,3,2,2,1,2,2,1,1,4,2,2,2,3,1,3,2,1,1,1,2,2,2,1,3,3,1,2
371,1,2,3,1,1,2,4,2,2,2,2,2,3,1,1,1,2,3,1,1,3,2,1,4,1,1,2,3,1,4,1,1,1,2,2,2,2,1,2,2,1,1
372,1,1,4,1,2,2,1,2,2,1,2,2,2,2,2,2,3,3,1,1,1,1,1,4,3,2,3,2,1,3,1,1,1,2,2,2,2,1,2,3,1,1
373,1,1,4,1,2,2,3,3,2,2,2,2,2,3,1,2,4,4,1,1,2,1,1,4,3,3,3,2,1,4,1,2,2,3,2,3,3,1,3,3,1,1
374,1,2,3,1,2,2,1,2,2,1,1,1,2,3,2,3,2,2,1,3,4,2,2,4,2,2,2,3,1,3,3,1,1,1,2,2,2,1,2,3,1,2
375,1,1,4,1,2,1,4,4,4,4,3,4,4,1,4,1,4,4,1,1,2,2,2,3,3,2,4,1,1,2,1,4,4,4,3,3,1,1,4,4,1,3
376,1,1,4,1,2,1,3,4,3,3,1,3,4,2,3,1,4,4,1,1,1,1,1,4,2,2,4,2,1,3,1,3,3,3,2,3,2,1,3,3,1,1
377,1,1,4,1,3,2,1,2,1,1,2,2,1,3,1,3,3,3,1,1,2,1,1,4,3,2,3,2,1,3,2,1,1,1,1,2,2,1,3,3,1,1
378,1,4,1,2,2,1,4,3,3,2,2,2,3,2,3,2,2,3,1,3,2,3,3,3,3,2,3,3,1,1,1,3,3,2,3,3,4,1,3,3,4,1
379,1,2,3,1,2,2,4,2,2,1,3,4,2,2,2,2,3,3,1,2,2,1,1,4,2,2,3,2,1,3,1,1,1,1,1,1,2,1,3,3,1,1
380,1,1,3,2,2,2,4,1,1,1,1,1,1,3,2,4,1,2,1,3,2,1,1,3,2,2,2,2,1,1,2,1,1,1,3,1,2,1,3,4,2,2
381,1,1,4,1,3,1,1,3,2,1,1,1,2,3,1,2,4,4,1,1,2,1,1,4,4,3,4,1,1,4,1,1,1,2,2,3,1,1,2,2,1,1
382,1,1,4,1,2,1,4,3,3,2,3,3,3,2,2,1,4,4,1,1,1,1,1,4,3,2,4,1,1,1,1,3,3,3,2,3,2,1,4,4,2,1
383,1,1,4,1,4,4,1,2,1,1,2,2,2,1,3,1,3,2,1,1,4,1,1,4,2,2,2,3,1,2,2,1,1,2,3,2,2,1,2,2,1,1
384,1,2,2,3,2,2,4,2,1,1,2,2,1,3,1,4,2,2,1,3,2,4,4,1,3,2,1,4,1,1,3,2,2,2,2,3,3,1,3,3,3,2
385,1,2,3,1,3,2,1,1,1,1,1,1,1,2,3,2,2,3,1,2,1,1,1,4,2,2,2,3,1,3,3,1,1,1,2,2,2,1,3,3,1,1
386,1,1,2,3,3,2,4,2,2,1,1,2,1,2,1,2,3,4,1,2,2,2,2,2,4,4,3,2,1,4,1,2,2,3,3,3,2,1,2,2,1,2
387,1,1,4,1,2,2,1,2,2,1,2,2,2,2,2,3,3,3,1,1,3,1,1,4,2,2,3,3,1,2,2,1,1,1,2,2,2,1,3,3,1,2
388,1,2,2,2,2,2,4,2,2,2,2,2,1,2,2,2,3,4,1,2,2,2,2,3,4,4,3,2,1,4,1,2,2,3,3,4,1,1,1,1,1,2
389,1,1,4,1,2,1,4,3,3,3,2,2,3,2,3,1,4,4,1,1,1,1,1,4,3,1,4,2,1,3,1,1,1,2,2,2,2,1,3,3,1,1
390,1,1,2,1,2,2,4,4,4,4,4,4,4,1,4,1,4,4,1,1,2,4,4,2,3,4,4,1,1,1,1,4,4,4,1,2,1,1,4,4,1,1
391,1,1,4,1,2,2,1,1,1,1,2,1,2,1,2,2,4,4,1,1,3,1,1,4,3,3,1,2,1,3,1,1,1,2,2,3,1,1,1,1,1,1
392,1,3,3,1,2,2,4,1,1,1,1,2,2,1,3,2,3,3,1,1,2,1,1,4,3,3,2,2,1,3,2,1,1,2,3,3,2,1,2,1,1,1
393,1,2,3,2,2,2,1,1,1,1,1,1,2,1,2,2,3,3,1,1,3,2,2,3,2,3,2,3,1,3,3,1,1,1,2,2,2,1,2,3,1,2
394,1,1,4,1,2,1,4,4,4,4,1,2,3,2,2,1,4,4,1,1,3,1,1,4,3,3,4,1,1,4,1,2,2,2,2,3,2,1,2,2,1,1
395,1,1,4,1,2,2,1,2,2,1,2,2,1,2,2,3,3,3,1,1,3,1,1,4,2,2,3,2,1,2,1,1,1,1,2,1,1,1,3,3,1,1
396,1,1,4,4,3,2,4,1,1,1,1,1,1,2,2,2,2,3,1,2,2,3,3,1,4,4,2,3,1,3,4,1,1,1,3,2,2,1,3,4,1,2
397,1,1,4,1,1,1,4,2,2,2,1,1,2,3,2,2,3,3,1,1,1,1,1,4,2,1,3,2,1,2,1,1,1,2,2,3,3,1,3,3,1,1
398,1,2,3,1,3,4,4,2,2,1,1,2,2,1,2,2,2,3,1,3,3,1,1,4,1,2,1,3,1,3,3,1,1,2,3,2,2,1,2,1,1,1
399,1,2,4,1,1,1,4,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,3,1,1,3,4,2,3,1,1,1,2,4,3,2,1,3,3,1,3
400,1,2,3,1,2,2,4,1,1,1,1,1,1,3,2,3,2,2,1,2,1,1,1,4,2,2,3,3,1,2,3,1,1,1,2,1,2,1,3,4,1,3
401,4,3,2,1,2,2,4,1,1,1,1,1,1,3,2,3,1,1,4,4,2,1,1,4,2,2,2,3,3,1,2,1,1,2,3,2,3,1,3,4,3,2
402,1,2,3,1,3,2,4,1,1,1,2,1,2,1,4,2,2,3,1,1,1,1,1,4,2,2,2,3,1,3,2,1,1,1,2,1,3,1,2,3,1,1
403,1,1,2,4,3,2,4,1,1,1,1,1,1,2,1,4,3,4,1,1,2,2,2,1,4,4,3,2,1,2,3,1,1,1,2,1,2,1,3,4,1,1
404,1,1,3,3,2,2,1,1,1,1,1,1,1,1,2,2,3,2,1,1,2,2,2,2,3,3,2,2,1,3,2,1,2,2,3,3,2,1,3,3,1,3
405,1,1,2,4,3,2,1,1,1,1,1,1,1,2,1,3,2,2,1,2,2,2,2,1,4,4,3,3,1,4,4,1,1,1,3,3,4,1,2,3,1,1
406,1,1,4,1,2,1,4,2,2,1,1,2,1,3,2,2,3,3,1,2,2,1,1,4,2,1,3,3,1,2,1,1,1,2,3,2,1,1,3,3,2,1
407,1,1,4,3,2,2,4,1,1,1,1,2,1,2,1,4,2,1,1,2,2,1,1,3,3,3,2,3,1,2,3,1,1,2,4,3,2,1,3,3,1,2
408,1,4,1,1,2,2,4,1,1,1,1,2,2,3,2,3,2,2,1,4,2,1,1,4,2,2,2,3,1,3,3,1,1,1,2,2,3,1,3,3,1,2
409,1,1,3,1,1,1,4,3,4,1,2,2,4,2,4,1,3,4,1,2,2,2,2,3,2,1,2,3,1,2,1,4,4,4,3,3,1,1,3,2,1,1
410,1,4,2,1,2,2,4,1,1,1,1,1,1,1,2,2,1,1,1,4,2,2,2,4,2,3,2,4,1,3,4,1,1,1,4,2,2,1,2,3,1,3
411,1,1,3,1,2,2,1,2,2,1,1,2,1,2,3,2,2,2,1,3,2,2,2,3,2,2,2,3,1,1,2,2,2,2,4,3,3,1,3,3,1,1
412,1,2,3,1,2,2,1,2,2,1,1,2,2,4,3,3,2,3,1,2,2,1,1,4,2,2,3,3,1,2,2,1,1,1,1,2,2,1,3,3,1,1
413,4,4,1,1,2,2,4,1,1,1,2,2,1,2,3,2,1,1,4,4,2,1,1,4,2,2,2,3,4,1,2,1,1,1,3,2,2,4,3,4,4,3
414,1,1,4,1,3,3,3,2,2,2,2,2,2,1,2,2,3,4,1,1,1,1,1,4,3,2,3,3,1,4,1,1,1,3,2,3,2,1,2,2,1,1
415,1,1,4,1,1,1,1,1,1,1,2,2,1,1,2,2,3,4,1,1,1,1,1,4,2,3,3,3,1,4,1,1,1,2,2,3,1,1,1,1,1,1
416,1,1,4,1,2,2,1,2,1,1,4,2,1,2,2,3,3,4,1,1,1,1,1,4,2,2,3,2,1,2,2,1,1,1,1,1,2,1,3,3,1,1
417,1,1,4,2,2,2,4,2,2,2,2,2,1,2,1,2,3,3,1,1,2,4,3,2,2,2,2,3,1,2,1,2,2,3,3,3,4,1,3,3,4,1
418,1,1,4,1,2,1,1,2,2,2,2,2,3,1,2,1,4,4,1,1,1,1,1,4,3,2,4,2,1,4,1,2,2,3,3,3,4,1,2,2,1,1
419,1,1,4,1,2,1,1,2,1,1,1,1,1,2,1,2,3,3,1,1,2,1,1,4,2,2,3,3,1,2,3,1,1,1,2,1,2,1,3,3,1,1
420,1,4,2,1,2,2,4,1,1,1,4,2,2,2,2,3,1,2,1,3,1,1,1,4,2,2,2,3,1,2,3,1,1,1,2,2,2,1,3,3,1,3
421,1,1,4,1,2,2,4,2,2,2,2,2,1,2,2,2,3,3,1,1,2,2,1,3,2,2,2,3,1,1,1,2,2,2,2,3,2,1,3,4,4,3
422,1,1,4,1,2,1,4,2,2,3,2,3,1,2,2,2,4,4,1,1,1,1,1,3,2,1,3,3,1,1,1,2,2,2,2,2,3,1,4,3,2,1
423,1,1,4,1,2,2,4,1,1,1,2,2,1,2,2,3,2,2,1,3,2,1,1,4,2,2,2,3,1,1,2,1,1,1,2,1,2,1,3,3,2,2
424,1,1,4,1,2,1,4,2,2,2,2,1,2,3,2,2,4,4,1,1,1,1,1,4,2,2,4,2,1,3,1,1,1,2,3,2,1,1,3,4,1,1
425,1,1,4,1,2,2,4,1,1,1,2,2,1,3,1,2,3,2,1,1,1,1,1,4,2,3,2,3,1,3,3,1,1,2,2,1,2,1,2,3,1,1
426,1,1,4,1,2,1,1,2,2,4,3,4,2,2,2,2,4,4,1,1,2,1,1,4,3,2,4,2,1,4,1,1,1,2,2,2,2,1,3,2,1,1
427,1,3,2,1,2,2,4,1,1,1,1,2,2,3,2,3,1,2,1,3,2,1,1,4,2,2,2,3,1,2,3,1,1,1,2,2,2,1,3,3,1,3
428,1,1,4,3,2,2,1,1,1,2,1,1,2,2,2,2,3,4,1,1,1,1,1,2,2,3,3,3,1,3,2,1,1,2,3,2,2,1,3,3,1,3
429,1,1,3,2,2,2,4,2,2,2,1,2,2,2,2,2,3,3,1,2,2,2,2,3,3,3,2,3,1,4,1,2,2,3,4,4,1,4,1,2,1,2
430,1,1,4,1,2,2,1,2,2,2,3,2,2,3,2,2,3,4,1,1,1,1,1,4,2,2,3,2,1,2,1,2,2,2,3,2,2,1,3,3,1,1
431,3,2,2,2,2,2,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,1,1,2,2,3,3,1,3,2,3,1,2
432,1,1,4,1,2,1,4,3,2,3,2,2,2,3,2,2,4,4,1,1,1,1,1,4,2,1,4,2,1,3,1,1,1,2,2,2,2,1,3,4,1,1
433,1,4,2,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,3,2,1,1,4,2,2,2,2,1,2,3,1,1,1,2,2,2,1,3,4,1,1
434,1,1,4,1,2,2,1,2,2,1,4,1,2,2,2,2,4,4,1,1,1,1,1,4,3,2,4,2,1,3,1,2,2,2,2,2,1,1,3,4,1,1
435,1,1,4,1,2,2,4,3,3,4,2,3,2,3,2,2,4,4,1,1,1,1,2,3,2,2,3,2,1,2,1,3,2,3,2,3,3,1,3,3,1,1
436,1,1,4,1,2,2,4,1,1,1,1,1,1,2,3,2,3,3,1,1,1,1,1,4,2,2,2,2,1,1,2,1,1,1,3,2,3,1,3,3,1,1
437,1,1,4,1,1,1,4,3,3,3,3,3,3,1,2,1,4,4,1,1,1,1,1,4,2,1,3,3,1,3,1,2,2,3,2,2,1,1,3,3,1,1
438,2,1,2,2,2,2,4,3,2,2,2,2,2,1,2,2,3,4,1,1,2,3,4,2,3,3,3,3,1,2,1,4,4,3,3,3,1,2,3,3,3,1
439,1,1,4,1,2,2,4,1,1,1,1,1,2,1,3,2,2,2,1,1,2,1,1,4,1,1,2,3,1,2,2,1,1,1,3,2,2,1,2,2,1,1
440,1,1,4,1,2,2,4,2,2,2,1,1,2,2,2,2,3,3,1,1,2,2,1,4,3,3,3,1,1,4,1,1,1,2,3,3,2,1,2,2,1,1
441,1,2,3,1,2,2,1,1,1,1,1,1,1,3,2,3,2,2,1,3,2,1,1,4,2,2,3,2,1,3,3,1,1,1,2,1,2,1,3,3,1,2
442,1,1,4,1,2,2,1,1,1,2,1,2,1,4,2,4,3,3,1,1,1,1,1,4,2,2,3,2,1,3,3,1,1,1,2,1,2,1,3,3,1,1
443,1,1,4,1,2,2,4,2,2,2,2,3,1,3,2,2,3,4,1,1,1,1,1,4,2,1,3,2,1,3,1,1,1,2,1,2,1,1,3,4,1,1
444,1,3,2,2,2,2,4,1,1,1,1,2,2,1,4,2,2,2,1,3,2,1,1,3,2,2,2,4,2,2,3,1,1,1,3,2,3,1,2,3,1,3
445,1,1,4,1,2,1,1,2,1,1,1,1,2,3,2,3,3,3,1,1,1,1,1,4,2,2,3,2,1,3,3,1,1,1,2,2,2,1,3,3,1,1
446,1,2,3,1,2,2,1,1,1,1,1,2,1,2,2,2,3,3,1,1,1,1,1,4,2,2,2,2,1,3,3,1,1,1,2,2,2,1,2,3,1,2
447,1,4,1,1,2,2,4,2,2,2,2,2,1,2,2,3,1,2,1,4,2,3,3,3,3,2,1,4,1,1,2,2,2,2,3,3,4,1,3,3,4,3
448,1,1,4,1,2,1,4,4,4,2,4,4,4,2,3,1,4,4,1,1,2,2,2,4,3,2,4,1,1,1,1,4,4,4,2,3,3,1,3,3,4,1
449,1,1,4,1,2,1,4,3,3,2,2,3,3,2,3,1,4,4,1,1,2,1,1,4,2,1,3,2,1,3,1,2,2,2,1,2,1,1,2,3,1,1
450,1,4,1,1,2,2,1,1,1,1,1,1,1,4,1,4,1,1,1,4,1,1,1,4,2,3,3,2,1,3,3,1,1,1,2,2,3,1,3,4,1,2
451,1,1,4,1,2,1,1,1,1,1,2,1,1,4,2,3,3,3,1,1,4,1,1,4,2,1,3,2,1,1,1,1,1,1,2,1,2,1,3,4,1,1
452,1,2,3,1,2,2,4,1,1,1,1,1,1,4,1,4,2,3,1,2,1,1,1,4,2,2,3,3,1,2,3,1,1,1,2,1,2,1,3,3,1,1
453,1,1,4,1,2,2,1,1,1,1,1,1,1,3,2,3,2,2,1,2,2,1,1,4,2,2,2,3,1,1,3,1,1,1,2,1,2,1,2,3,1,1
454,1,2,3,2,3,3,4,1,1,1,1,1,2,2,3,2,2,2,1,2,2,1,1,4,2,2,2,3,2,2,3,1,1,1,3,2,2,1,2,3,1,2
455,1,1,4,1,3,2,4,1,1,1,2,2,2,3,3,2,4,4,1,1,1,1,1,4,4,3,3,2,1,2,1,1,1,1,2,2,1,1,3,3,1,1
456,1,1,4,1,2,1,4,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,4,2,1,3,2,1,2,1,1,1,2,2,1,1,1,3,4,1,1
457,1,2,2,3,2,2,4,1,1,1,1,1,1,1,1,2,1,1,1,4,2,4,4,2,3,3,1,4,1,3,4,1,1,1,3,3,2,1,1,3,1,3
458,1,1,4,1,2,2,1,2,1,2,1,2,1,2,2,2,3,4,1,1,1,1,1,4,2,2,3,2,1,3,2,1,1,2,2,2,1,1,3,3,1,1
459,1,1,4,1,2,1,1,3,2,3,3,3,3,3,2,1,4,4,1,1,1,1,1,4,3,3,4,2,1,4,1,2,2,3,2,4,3,1,3,2,1,1
460,1,4,2,1,2,2,1,1,1,1,1,1,1,3,1,4,1,2,1,4,3,1,1,4,2,3,2,3,1,3,4,1,1,1,3,3,2,1,3,4,1,2
461,1,1,4,1,2,1,4,3,2,3,2,3,3,2,3,1,4,4,1,1,2,1,1,4,3,2,4,1,1,3,1,1,1,2,2,2,1,1,3,2,1,1
462,1,1,1,4,3,2,4,1,1,1,1,2,1,4,1,4,2,3,1,2,2,4,4,1,4,4,2,4,1,2,2,2,2,2,3,3,1,1,3,4,2,3
463,1,1,4,1,2,2,1,2,2,2,2,2,2,1,2,2,3,4,1,1,1,1,1,4,3,2,3,2,1,3,1,2,2,3,3,3,3,1,3,3,1,2
464,2,1,4,1,2,2,4,1,1,1,1,2,2,1,3,2,2,2,1,1,2,1,1,4,2,1,3,3,1,2,2,1,1,1,3,2,2,1,2,3,1,1
465,1,1,4,1,2,1,1,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1,4,2,2,3,3,1,2,3,1,1,1,3,2,2,1,2,3,1,1
466,1,2,3,1,4,3,4,4,4,3,2,3,4,1,4,1,4,4,1,1,1,1,1,3,3,1,4,2,1,1,1,3,3,3,3,3,3,1,3,3,4,1
467,1,1,3,1,2,1,4,3,3,2,2,3,2,1,2,1,3,4,1,1,2,3,3,2,2,2,3,2,1,2,1,4,4,4,4,3,1,1,3,3,2,1
468,1,2,4,1,2,1,4,2,1,1,2,2,1,3,2,2,3,3,1,1,1,1,1,4,2,2,4,2,1,2,1,1,1,2,2,2,2,1,4,4,2,1
469,1,1,4,1,2,2,4,2,2,2,2,2,1,2,1,2,3,4,1,1,1,1,1,4,3,2,3,2,1,2,1,1,1,2,1,2,3,1,4,4,1,1
470,1,1,4,1,2,2,4,2,2,1,2,2,1,3,1,2,2,2,1,2,1,1,1,4,2,2,2,3,1,3,2,1,1,2,2,2,2,1,2,3,1,1
